Birth Prob,State Index,Final Index,Pk,Prob,Merge Count,Last Pk
0.0015163002274452,462,1016.0,462,0.0030326004548904,3,1016.0
0.0015163002274452,464,864.0,464,0.0030326004548904,3,864.0
0.0003790750568613,192,192.0,192,0.004169825625474,1,192.0
0.0015163002274452,468,956.0,468,0.0030326004548904,3,956.0
0.0015163002274452,473,1046.0,473,0.0030326004548904,3,1046.0
0.0015163002274452,474,909.0,474,0.0030326004548904,3,909.0
0.0015163002274452,475,680.0,475,0.0030326004548904,3,680.0
0.0003790750568613,81,81.0,81,0.0026535253980289,1,81.0
0.0015163002274452,479,1079.0,479,0.0030326004548904,3,1079.0
0.0015163002274452,482,1038.0,482,0.0030326004548904,3,1038.0
0.0015163002274452,484,964.0,484,0.0030326004548904,3,964.0
0.0015163002274452,486,619.0,486,0.0030326004548904,3,619.0
0.0003790750568613,439,439.0,439,0.0068233510235028,1,439.0
0.0015163002274452,489,846.0,489,0.0030326004548904,3,846.0
0.0015163002274452,491,689.0,491,0.0030326004548904,3,689.0
0.0003790750568613,224,224.0,224,0.0034116755117513,1,224.0
0.0015163002274452,494,779.0,494,0.0030326004548904,3,779.0
0.0003790750568613,1012,1012.0,1012,0.0030326004548902,1,1012.0
0.0003790750568613,20,20.0,20,0.0053070507960577,1,20.0
0.0003790750568613,238,238.0,238,0.0034116755117513,1,238.0
0.0003790750568613,328,328.0,328,0.0026535253980289,1,328.0
0.0003790750568613,192,192.0,192,0.0045489006823353,1,192.0
0.0003790750568613,412,412.0,412,0.0037907505686126,1,412.0
0.0003790750568613,81,81.0,81,0.0030326004548902,1,81.0
0.0003790750568613,131,131.0,131,0.0064442759666414,1,131.0
0.0003790750568613,43,43.0,43,0.0037907505686126,1,43.0
0.0003790750568613,134,134.0,134,0.0030326004548901,1,134.0
0.0003790750568613,15,15.0,15,0.0090978013646702,1,15.0
0.0003790750568613,224,224.0,224,0.0037907505686126,1,224.0
0.0015163002274452,519,1103.0,519,0.0030326004548904,3,1103.0
0.0015163002274452,521,940.0,521,0.0030326004548904,3,940.0
0.0003790750568613,151,151.0,151,0.0022744503411676,1,151.0
0.0003790750568613,592,592.0,592,0.0022744503411676,1,592.0
0.0003790750568613,592,592.0,592,0.0026535253980289,1,592.0
0.0015163002274452,531,1001.0,531,0.0030326004548904,3,1001.0
0.0003790750568613,440,440.0,440,0.0034116755117517,1,440.0
0.0015163002274452,540,960.0,540,0.0030326004548904,3,960.0
0.0003790750568613,113,113.0,113,0.0068233510235027,1,113.0
0.0003790750568613,225,225.0,225,0.0034116755117513,1,225.0
0.0003790750568613,397,397.0,397,0.0034116755117517,1,397.0
0.0015163002274452,558,709.0,558,0.0030326004548904,3,709.0
0.0015163002274452,561,902.0,561,0.0030326004548904,3,902.0
0.0003790750568613,320,320.0,320,0.0030326004548901,1,320.0
0.0015163002274452,567,992.0,567,0.0030326004548904,3,992.0
0.0003790750568613,48,48.0,48,0.0034116755117514,1,48.0
0.0003790750568613,224,224.0,224,0.0041698256254739,1,224.0
0.0003790750568613,113,113.0,113,0.007202426080364,1,113.0
0.0003790750568613,435,435.0,435,0.0034116755117517,1,435.0
0.0003790750568613,95,95.0,95,0.0030326004548902,1,95.0
0.0015163002274452,577,681.0,577,0.0030326004548904,3,681.0
0.0015163002274452,578,795.0,578,0.0030326004548904,3,795.0
0.0015163002274452,580,1021.0,580,0.0030326004548904,3,1021.0
0.0003790750568613,222,222.0,222,0.0030326004548901,1,222.0
0.0003790750568613,384,384.0,384,0.0034116755117517,1,384.0
0.0003790750568613,328,328.0,328,0.0030326004548902,1,328.0
0.0003790750568613,1038,1038.0,1038,0.0034116755117517,1,1038.0
0.0003790750568613,814,814.0,814,0.0026535253980289,1,814.0
0.0015163002274452,599,684.0,599,0.0030326004548904,3,684.0
0.0015163002274452,602,656.0,602,0.0030326004548904,3,656.0
0.0003790750568613,20,20.0,20,0.0056861258529189995,1,20.0
0.0015163002274452,608,822.0,608,0.0030326004548904,3,822.0
0.0015163002274452,610,1063.0,610,0.0030326004548904,3,1063.0
0.0003790750568613,224,224.0,224,0.0045489006823352,1,224.0
0.0003790750568613,224,224.0,224,0.0049279757391965,1,224.0
0.0003790750568613,592,592.0,592,0.0030326004548902,1,592.0
0.0015163002274452,616,893.0,616,0.0030326004548904,3,893.0
0.0015163002274452,618,1057.0,618,0.0030326004548904,3,1057.0
0.0003790750568613,492,492.0,492,0.0037907505686126,1,492.0
0.0003790750568613,334,334.0,334,0.0026535253980289,1,334.0
0.0003790750568613,964,964.0,964,0.0034116755117517,1,964.0
0.0003790750568613,291,291.0,291,0.004169825625474,1,291.0
0.0003790750568613,615,615.0,615,0.0034116755117515,1,615.0
0.0003790750568613,498,498.0,498,0.0030326004548902,1,498.0
0.0003790750568613,9,9.0,9,0.010614101592115198,1,9.0
0.0003790750568613,590,590.0,590,0.0034116755117515,1,590.0
0.0003790750568613,893,893.0,893,0.0034116755117517,1,893.0
0.0015163002274452,645,819.0,645,0.0030326004548904,3,819.0
0.0003790750568613,469,469.0,469,0.003790750568613,1,469.0
0.0003790750568613,291,291.0,291,0.0045489006823353,1,291.0
0.0003790750568613,286,286.0,286,0.0030326004548902,1,286.0
0.0015163002274452,655,848.0,655,0.0030326004548904,3,848.0
0.0003790750568613,82,82.0,82,0.0022744503411676,1,82.0
0.0003790750568613,403,403.0,403,0.003790750568613,1,403.0
0.0003790750568613,1003,1003.0,1003,0.0034116755117517,1,1003.0
0.0003790750568613,648,648.0,648,0.0049279757391966,1,648.0
0.0003790750568613,131,131.0,131,0.0068233510235027,1,131.0
0.0003790750568613,555,555.0,555,0.003790750568613,1,555.0
0.0003790750568613,537,537.0,537,0.0034116755117517,1,537.0
0.0003790750568613,353,353.0,353,0.0037907505686126,1,353.0
0.0003790750568613,237,237.0,237,0.0034116755117513,1,237.0
0.0003790750568613,48,48.0,48,0.0037907505686126997,1,48.0
0.0015163002274452,674,766.0,674,0.0030326004548904,3,766.0
0.0003790750568613,155,155.0,155,0.0026535253980289,1,155.0
0.0003790750568613,619,619.0,619,0.0034116755117517,1,619.0
0.0003790750568613,84,84.0,84,0.0022744503411676,1,84.0
0.0003790750568613,331,331.0,331,0.0075815011372252,1,331.0
0.0003790750568613,1016,1016.0,1016,0.0034116755117517,1,1016.0
0.0003790750568613,21,21.0,21,0.0090978013646702,1,21.0
0.0003790750568613,187,187.0,187,0.0026535253980289,1,187.0
0.0015163002274452,695,746.0,695,0.0030326004548904,3,746.0
0.0003790750568613,9,9.0,9,0.010993176648976498,1,9.0
0.0003790750568613,960,960.0,960,0.0034116755117517,1,960.0
0.0003790750568613,487,487.0,487,0.0072024260803640995,1,487.0
0.0003790750568613,80,80.0,80,0.0022744503411676,1,80.0
0.0003790750568613,113,113.0,113,0.0075815011372253,1,113.0
0.0003790750568613,807,807.0,807,0.0034116755117517,1,807.0
0.0015163002274452,724,1068.0,724,0.0030326004548904,3,1068.0
0.0003790750568613,395,395.0,395,0.0034116755117517,1,395.0
0.0003790750568613,359,359.0,359,0.0026535253980289,1,359.0
0.0003790750568613,425,425.0,425,0.0034116755117517,1,425.0
0.0003790750568613,549,549.0,549,0.0034116755117515,1,549.0
0.0003790750568613,629,629.0,629,0.0034116755117515,1,629.0
0.0003790750568613,663,663.0,663,0.007202426080364,1,663.0
0.0003790750568613,397,397.0,397,0.003790750568613,1,397.0
0.0003790750568613,1012,1012.0,1012,0.0034116755117515,1,1012.0
0.0003790750568613,356,356.0,356,0.0090978013646702,1,356.0
0.0015163002274452,750,905.0,750,0.0030326004548904,3,905.0
0.0003790750568613,21,21.0,21,0.0094768764215315,1,21.0
0.0003790750568613,182,182.0,182,0.0083396512509477,1,182.0
0.0003790750568613,316,316.0,316,0.0034116755117513,1,316.0
0.0003790750568613,349,349.0,349,0.0026535253980289,1,349.0
0.0003790750568613,134,134.0,134,0.0034116755117514,1,134.0
0.0003790750568613,1016,1016.0,1016,0.003790750568613,1,1016.0
0.0015163002274452,774,1112.0,774,0.0030326004548904,3,1112.0
0.0015163002274452,777,1141.0,777,0.0030326004548904,3,1141.0
0.0003790750568613,740,740.0,740,0.0075815011372253,1,740.0
0.0015163002274452,787,1066.0,787,0.0030326004548904,3,1066.0
0.0003790750568613,467,467.0,467,0.0026535253980289,1,467.0
0.0015163002274452,790,1071.0,790,0.0030326004548904,3,1071.0
0.0003790750568613,681,681.0,681,0.0034116755117517,1,681.0
0.0003790750568613,95,95.0,95,0.0034116755117515,1,95.0
0.0003790750568613,48,48.0,48,0.004169825625474,1,48.0
0.0015163002274452,811,929.0,811,0.0030326004548904,3,929.0
0.0003790750568613,876,876.0,876,0.0026535253980289,1,876.0
0.0003790750568613,929,929.0,929,0.0034116755117517,1,929.0
0.0003790750568613,80,80.0,80,0.0026535253980289,1,80.0
0.0003790750568613,255,255.0,255,0.0030326004548901,1,255.0
0.0003790750568613,237,237.0,237,0.0037907505686126,1,237.0
0.0015163002274452,823,1074.0,823,0.0030326004548904,3,1074.0
0.0003790750568613,531,531.0,531,0.0034116755117517,1,531.0
0.0003790750568613,81,81.0,81,0.0034116755117515,1,81.0
0.0003790750568613,336,336.0,336,0.0022744503411676,1,336.0
0.0003790750568613,561,561.0,561,0.0034116755117517,1,561.0
0.0003790750568613,9,9.0,9,0.011372251705837798,1,9.0
0.0003790750568613,814,814.0,814,0.0030326004548902,1,814.0
0.0003790750568613,384,384.0,384,0.003790750568613,1,384.0
0.0003790750568613,224,224.0,224,0.0053070507960578,1,224.0
0.0015163002274452,855,898.0,855,0.0030326004548904,3,898.0
0.0015163002274452,857,862.0,857,0.0030326004548904,3,862.0
0.0003790750568613,161,161.0,161,0.0034116755117515,1,161.0
0.0015163002274452,863,1073.0,863,0.0030326004548904,3,1073.0
0.0015163002274452,865,891.0,865,0.0030326004548904,3,891.0
0.0003790750568613,95,95.0,95,0.0037907505686128,1,95.0
0.0015163002274452,867,1129.0,867,0.0030326004548904,3,1129.0
0.0003790750568613,832,832.0,832,0.0026535253980289,1,832.0
0.0003790750568613,84,84.0,84,0.0026535253980289,1,84.0
0.0003790750568613,801,801.0,801,0.0030326004548901,1,801.0
0.0003790750568613,288,288.0,288,0.0022744503411676,1,288.0
0.0003790750568613,709,709.0,709,0.0034116755117517,1,709.0
0.0003790750568613,1016,1016.0,1016,0.0041698256254743,1,1016.0
0.0003790750568613,291,291.0,291,0.0049279757391966,1,291.0
0.0003790750568613,859,859.0,859,0.0037907505686128,1,859.0
0.0003790750568613,49,49.0,49,0.0068233510235028,1,49.0
0.0015163002274452,910,985.0,910,0.0030326004548904,3,985.0
0.0003790750568613,409,409.0,409,0.029188779378317,1,409.0
0.0003790750568613,113,113.0,113,0.0079605761940866,1,113.0
0.0003790750568613,758,758.0,758,0.0034116755117517,1,758.0
0.0003790750568613,675,675.0,675,0.0030326004548902,1,675.0
0.0003790750568613,397,397.0,397,0.0041698256254743,1,397.0
0.0003790750568613,766,766.0,766,0.0034116755117517,1,766.0
0.0003790750568613,101,101.0,101,0.0034116755117514002,1,101.0
0.0003790750568613,48,48.0,48,0.0045489006823353,1,48.0
0.0003790750568613,359,359.0,359,0.0030326004548902,1,359.0
0.0003790750568613,561,561.0,561,0.003790750568613,1,561.0
0.0003790750568613,487,487.0,487,0.0075815011372253995,1,487.0
0.0015163002274452,935,1083.0,935,0.0030326004548904,3,1083.0
0.0003790750568613,612,612.0,612,0.0049279757391965,1,612.0
0.0003790750568613,403,403.0,403,0.0041698256254743,1,403.0
0.0003790750568613,113,113.0,113,0.0083396512509479,1,113.0
0.0015163002274452,949,1026.0,949,0.0030326004548904,3,1026.0
0.0003790750568613,985,985.0,985,0.0034116755117517,1,985.0
0.0003790750568613,407,407.0,407,0.0034116755117517,1,407.0
0.0003790750568613,242,242.0,242,0.004169825625473801,1,242.0
0.0003790750568613,95,95.0,95,0.0041698256254741,1,95.0
0.0003790750568613,242,242.0,242,0.0045489006823351006,1,242.0
0.0003790750568613,336,336.0,336,0.0026535253980289,1,336.0
0.0003790750568613,336,336.0,336,0.0030326004548902,1,336.0
0.0003790750568613,84,84.0,84,0.0030326004548902,1,84.0
0.0003790750568613,0,0.0,0,0.029188779378317,1,0.0
0.0003790750568613,1003,1003.0,1003,0.003790750568613,1,1003.0
0.0003790750568613,682,682.0,682,0.003790750568613,1,682.0
0.0003790750568613,20,20.0,20,0.0060652009097802995,1,20.0
0.0003790750568613,390,390.0,390,0.0034116755117517,1,390.0
0.0015163002274452,988,1108.0,988,0.0030326004548904,3,1108.0
0.0003790750568613,612,612.0,612,0.0053070507960578,1,612.0
0.0003790750568613,428,428.0,428,0.0068233510235027,1,428.0
0.0003790750568613,48,48.0,48,0.0049279757391966,1,48.0
0.0003790750568613,80,80.0,80,0.0030326004548902,1,80.0
0.0003790750568613,689,689.0,689,0.0034116755117517,1,689.0
0.0003790750568613,549,549.0,549,0.0037907505686128,1,549.0
0.0003790750568613,531,531.0,531,0.003790750568613,1,531.0
0.0003790750568613,377,377.0,377,0.0026535253980289,1,377.0
0.0003790750568613,647,647.0,647,0.0041698256254743,1,647.0
0.0003790750568613,1026,1026.0,1026,0.0034116755117517,1,1026.0
0.0003790750568613,398,398.0,398,0.0034116755117514,1,398.0
0.0003790750568613,1012,1012.0,1012,0.0037907505686128,1,1012.0
0.0003790750568613,579,579.0,579,0.0026535253980289,1,579.0
0.0003790750568613,20,20.0,20,0.006444275966641599,1,20.0
0.0003790750568613,943,943.0,943,0.0045489006823356,1,943.0
0.0003790750568613,475,475.0,475,0.0034116755117517,1,475.0
0.0003790750568613,182,182.0,182,0.008718726307809,1,182.0
0.0003790750568613,82,82.0,82,0.0026535253980289,1,82.0
0.0003790750568613,256,256.0,256,0.0034116755117513,1,256.0
0.0015163002274452,1086,1100.0,1086,0.0030326004548904,3,1100.0
0.0003790750568613,1083,1083.0,1083,0.0034116755117517,1,1083.0
0.0003790750568613,521,521.0,521,0.0034116755117517,1,521.0
0.0003790750568613,286,286.0,286,0.0034116755117515,1,286.0
0.0003790750568613,489,489.0,489,0.0034116755117517,1,489.0
0.0003790750568613,80,80.0,80,0.0034116755117515,1,80.0
0.0003790750568613,195,195.0,195,0.0022744503411676,1,195.0
0.0003790750568613,1101,1101.0,1101,0.0037907505686128,1,1101.0
0.0003790750568613,807,807.0,807,0.003790750568613,1,807.0
0.0003790750568613,134,134.0,134,0.0037907505686126997,1,134.0
0.0003790750568613,264,264.0,264,0.0056861258529189,1,264.0
0.0003790750568613,80,80.0,80,0.0037907505686128,1,80.0
0.0003790750568613,9,9.0,9,0.011751326762699098,1,9.0
0.0003790750568613,15,15.0,15,0.0094768764215315,1,15.0
0.0003790750568613,9,9.0,9,0.012130401819560398,1,9.0
0.0003790750568613,831,831.0,831,0.0037907505686128,1,831.0
0.0015163002274452,1143,1145.0,1143,0.0030326004548904,3,1145.0
0.0015163002274452,1144,,1144,0.0030326004548904,0,
