Birth Probability,Death Probability,Birth State Index,Death State Index
0.0003790750568613,0.0003790750568613,926,972
0.0003790750568613,0.0003790750568613,1016,1081
0.0003790750568613,0.0003790750568613,491,1127
0.0003790750568613,0.0003790750568613,955,1053
0.0003790750568613,0.0003790750568613,861,1042
0.001516300227445,0.001516300227445,114,117
0.0007581501137225,0.0007581501137225,237,318
0.0003790750568613,0.0003790750568613,1101,1119
0.0003790750568613,0.0003790750568613,494,781
0.0003790750568613,0.0003790750568613,499,743
0.0003790750568613,0.0003790750568613,769,886
0.0007581501137225,0.0007581501137225,240,252
0.0003790750568613,0.0003790750568613,407,593
0.0003790750568613,0.0003790750568613,516,653
0.0003790750568613,0.0003790750568613,785,976
0.0003790750568613,0.0003790750568613,390,518
0.0003790750568613,0.0003790750568613,822,877
0.0003790750568613,0.0003790750568613,608,877
0.0003790750568613,0.0003790750568613,660,971
0.0003790750568613,0.0003790750568613,538,932
0.0003790750568613,0.0003790750568613,710,1095
0.0003790750568613,0.0003790750568613,648,820
0.0003790750568613,0.0003790750568613,629,671
0.0003790750568613,0.0003790750568613,429,443
0.0003790750568613,0.0003790750568613,975,1042
0.0003790750568613,0.0003790750568613,427,690
0.0003790750568613,0.0003790750568613,614,961
0.0007581501137225,0.0007581501137225,291,357
0.0003790750568613,0.0003790750568613,652,880
0.0003790750568613,0.0003790750568613,396,749
0.0003790750568613,0.0003790750568613,521,636
0.0003790750568613,0.0003790750568613,674,1047
0.0003790750568613,0.0003790750568613,628,636
0.0003790750568613,0.0003790750568613,528,696
0.0007581501137225,0.0007581501137225,256,337
0.0003790750568613,0.0003790750568613,462,685
0.0003790750568613,0.0003790750568613,482,703
0.0003790750568613,0.0003790750568613,590,820
0.0003790750568613,0.0003790750568613,446,653
0.0003790750568613,0.0003790750568613,439,514
0.0003790750568613,0.0003790750568613,1020,1093
0.0003790750568613,0.0003790750568613,537,631
0.0003790750568613,0.0003790750568613,489,1051
0.0003790750568613,0.0003790750568613,663,1077
0.0003790750568613,0.0003790750568613,465,765
0.0003790750568613,0.0003790750568613,572,639
0.0003790750568613,0.0003790750568613,801,1069
0.0003790750568613,0.0003790750568613,447,539
0.0007581501137225,0.0007581501137225,226,322
0.0003790750568613,0.0003790750568613,404,756
0.0003790750568613,0.0003790750568613,620,631
0.0007581501137225,0.0007581501137225,242,381
0.0003790750568613,0.0003790750568613,915,1138
0.0003790750568613,0.0003790750568613,737,932
0.0003790750568613,0.0003790750568613,604,732
0.0003790750568613,0.0003790750568613,725,1013
0.0003790750568613,0.0003790750568613,619,1105
0.0003790750568613,0.0003790750568613,981,1127
0.0003790750568613,0.0003790750568613,467,1093
0.0003790750568613,0.0003790750568613,855,1030
0.0003790750568613,0.0003790750568613,680,1064
0.0003790750568613,0.0003790750568613,448,827
0.0003790750568613,0.0003790750568613,554,947
0.0003790750568613,0.0003790750568613,385,422
0.0003790750568613,0.0003790750568613,442,749
0.0003790750568613,0.0003790750568613,487,755
0.0003790750568613,0.0003790750568613,740,953
0.0003790750568613,0.0003790750568613,436,993
0.0003790750568613,0.0003790750568613,438,551
0.0003790750568613,0.0003790750568613,779,1126
0.0003790750568613,0.0003790750568613,457,547
0.0003790750568613,0.0003790750568613,397,854
0.0018953752843063,0.0018953752843063,84,93
0.0003790750568613,0.0003790750568613,510,547
0.0003790750568613,0.0003790750568613,435,880
0.0003790750568613,0.0003790750568613,398,871
0.0003790750568613,0.0003790750568613,477,490
